label,spa_qura1,spa_qura2
0,"Hola. Tengo este mensaje cuando trato de comprar algo. Por razones de seguridad del sistema, necesitamos verificar su identidad. Revise su correo electrónico dentro de las 24 horas para obtener instrucciones sobre la información adicional que nos debe proporcionar para completar la verificación","Estoy tratando de responder un mensaje, pero el programa no aceptará texto"
1,No estoy satisfecho con el resultado de la disputa,No estoy satisfecho con el resultado de la reclamación.
1,Ni siquiera he podido colocar la maldita orden,¿Por qué no puedo hacer un pedido?
0,"Tengo un correo electrónico de Jessie Chen y he respondido, pero el mensaje de respuesta se muestra como imposible de entregar. ¿Cómo puedo ponerme en contacto con Jessie?","Recibí un correo electrónico diciendo que tengo un mensaje para mi pedido, pero no hay ninguno."
0,intercambia monedas por cupones,¿Por qué no conseguí las monedas?
0,Pregunto cómo combinar órdenes de pago si el pedido aún está en mi carrito,Pagué mi pedido pero el estado todavía es pago requerido
0,¿Puedes decirme cuándo se entregarán mis pedidos?,¿Se pueden enviar pedidos a mi país?
0,y la razón se debe a la razón de seguridad por la que suspendieron mi cuenta,Mi pedido ha sido cerrado por razones de seguridad. ¿Que puedo hacer?
1,Mi recibido fue sostenido en la aduana,No he recibido por bienes. incautado por Aduanas
0,no estoy satisfecho con la disputa,"Estoy tratando de solicitar un reembolso al vendedor, pero la disputa de los estados ha finalizado"
0,poner orden en el carro,Puse artículos en el carro pero no puedo encontrarlos.
0,"tengo una nueva tarjeta de débito, ¿cómo puedo actualizar mi tarjeta?",Tengo una tarjeta de débito y no tengo una fecha de vencimiento
0,abrí una disputa,Abrí la disputa pero no recibí una respuesta
0,cómo enviar imágenes,¿Cómo envío un mensaje al vendedor?
0,necesito pagar un producto y me rechaza mi tarjeta he intentado pagar con 3 diferenteas,No puedo pagar mi pedido con tarjeta Visa.
0,No puedo dejar comentarios porque la página está cubierta de texto pidiéndome que ponga estrellas,¿Puedo dejar un comentario privado?
1,necesito conectar al representante en línea,necesito hablar con un representante
1,¿hablas español?,Hablas
0,¿Cómo elimino los datos de mi tarjeta de crédito?,¿Cómo cambio mi número de tarjeta de crédito?
0,pregunta y respuesta,¿Sería posible que respondas mi pregunta?
1,"no, no puedo difícilmente con la atención del cliente",Quiero atención al cliente
0,Donde ver mi número de tarjeta,Ver el estado de mi pedido.
0,Mi pedido lleva dos semanas en la aerolínea,¿Por qué me han cobrado la cantidad dos veces en mi tarjeta de crédito?
0,Cómo pagar usando Boleto,¿Puedo pagar usando PayPal?
1,Creo que ordené dos veces. Necesito cancelar uno de los pedidos,Necesito cancelar los pedidos que hice.
0,¿Cómo voy a la atención al cliente?,¿Cómo hago para obtener información sobre mi pedido?
1,cancelar mi orden,¿Cómo cancelo mi pedido?
0,?Puedo cancelar un pedido que ya pagué?,He recibido un email diciendo que no pagué el pedido.
0,¿Ya recibiste mi pedido?,¿Por qué mi orden todavía no está aquí?
1,"No puedo hacer mi pago a través de Mastercard, sigue mostrándome 'error del sistema'. ¿Que debería hacer?",No puedo hacer el pago con tarjeta de crédito
0,¿Podrás ayudarme?,¿Puedo vender cosas?
0,Cómo se devuelve el dinero si los productos no se han recibido.,¿Cómo sé si se hizo el pago?
0,cómo encontrar la orden eliminada,¿Cómo puedo encontrar mi número de orden?
0,?Puedo cancelar un pedido de pre-venta?,¿Puedo cancelar un pedido pagado?
0,¿Puedo obtener un recibo de pago para las órdenes de todos los vendedores?,Pagué todas mis órdenes pero los vendedores me dijeron que no pagué.
0,cómo abrir una disputa?,¿Cómo cancelar una disputa?
0,me manda a apelacion,¿Me pueden hacer descuento?
0,No quiero recordar mi tarjeta de crédito,Revisé mi tarjeta de crédito pero no hay ningún pago
0,"hola, tengo 3 pedidos cancelados y todavía no he recibido mi pedido",Mis pedidos fueron cancelados y todavía no he recibido el reembolso
0,¿Puedo reabrir una disputa?,¿Puedo reabrir la disputa después de cerrarla?
0,19/5000 Acabo de cancelar,Acabo de romper con mi novio.
0,esto es inglés...,no hablo inglés
1,"¿Donde está mi pedido?,",¿Dónde está mi pedido?
0,sería posible tener factura de mi pedido,"Si uso mi tarjeta de crédito, ¿puedo tener protección del comprador?"
0,No me han devuelto el dinero,El producto ha sido devuelto al vendedor. ¿Cuándo puedo recibir mi dinero?
0,cómo usar la protección del comprador,¿Cuánto debo pagar por la comisión de protección del comprador?
1,como cambio la direccion de envio de un pedido,¿Cómo cambio la dirección de entrega?
0,"No puedo hacer mi pago a través de Mastercard, sigue mostrándome 'error del sistema'. ¿Que debería hacer?",Olvidé la contraseña de mi tarjeta agregada. ¿Que debería hacer?
0,ayer y ahora mismo otra vez,¿Puedo ver los datos bancarios otra vez si no los imprimí?
0,¿Cuál es el nombre de usuario de mi cuenta?,cuál es tu nombre
0,"Hola, he recibido mi producto por error, pero todavía no lo he recibido",Ya existe una cuenta con el correo electrónico que envió
0,tarjeta de crédito visa Estaba vencido y ahora se renovó,No use una tarjeta de crédito
0,Mi nivel de membresía no se agrega,¿Cómo puedo cancelar mi membresía?
1,eliminar detalles de la tarjeta,Quiero eliminar los detalles de mi tarjeta
0,quiero borrar mi tarjeta de credito,No quiero enviar el extracto de mi tarjeta de crédito.
1,¿Es posible?,¿Es posible pedir los productos a Rusia?
0,recibí un error en mi pedido obteniendo la confirmación de que mi pago fue exitoso,¿Por qué mi orden sigue siendo cerrada después del pago?
0,a quie puedo reclamar,¿Puedo buscar por país?
1,esto es robot?,Es esto Real o Robot
0,MI PEDIDO NO HA SIDO RECIBIDO TODAVÍA.,¿Cómo desactivo una orden aún no recibida?
1,"Entonces, ¿cómo puedo hacer eso?",entonces qué tengo que hacer
0,Todavía no puedo pagar mis pedidos,No puedo agregar a mi lista de deseos
0,y estoy fuera de tiempo,Me estoy quedando sin tiempo para dejar comentarios
0,No hice una cuenta hasta después de haber realizado el pedido,¿Puedo hacer un cambio en mi pedido después de hacer clic en realizar pedido?
0,Resolverás el problema Usted reembolsará el dinero,¿Cómo puedo resolver el problema con estas órdenes?
0,¿Eres hombre o mujer?,¡se supone que es el nombre de la primera mujer!
0,Yo se esto,quiero saber ahora
0,¿Por qué no puedo enviar un mensaje al vendedor?,¿Por qué no puedo usar mi cupón de vendedor?
0,El pago fue por boleto,¿Qué es una prueba de pago?
1,¿tienes un numero de telefono?,¿Tienes un número de teléfono al que puedo llamar?
0,El proveedor no ayuda a resolver mi reclamación,¿Cómo compruebo mi reclamación?
0,Cancelé un pedido y necesito mi dinero para volver a mi tarjeta inmediatamente,Los productos son defectuosos Quiero mi dinero de vuelta inmediatamente.
0,Nunca me enviaron la mercancia,Me cobraron en mi tarjeta de crédito cuando yo nunca les he comprado nada.
0,¿Cómo obtengo un número de orden antes de pagar? El vendedor quiere cambiar el precio.,Mi proveedor quiere que confirme la entrega antes de que se reciba la orden
1,Quiero saber es que cualquier tienda con ese nombre,Quiero encontrar una tienda
0,no olvidé mi contraseña solo quiero cambiarlo frecuentemente,Quiero cambiar mi contraseña y olvidé la Pregunta de seguridad
0,"No entiendes, no tengo un número de orden, pero tomaste mi dinero",No lo sé.
0,no he recibido mi pedido,No puedo hacer mi pedido
0,deseo saber quien me hace el rembolso y cuando porque ya ha pasado un mes,¿Por qué me piden otro pago cuando ya he hecho el pago?
0,ACABE DE TERMINAR UNA CONVERSACION,¿Necesito una licencia de importación?
0,¿Cuál es mi contraseña? No puedo entender lo que me enviaste,"Olvidé mi ID y contraseña de TradeManager, ¿qué puedo hacer?"
0,Por favor revisa el historial en este sitio,cómo borrar órdenes históricas
0,¿cómo pagar el pedido?,La orden no ha sido pagada
1,¿Qué es la cuota de depósito en garantía?,cuota de depósito bloqueado cancelar
1,"Hola, ¿puedes verificar una factura?",¿Puedes emitir una factura por el pedido que acabo de recibir?
1,¿cómo puedo pagar paypal?,¿Puedo pagar con PayPal?
0,Pedí bolsitas de té en noviembre,Necesito reembolsar un producto que ordené
0,siempre reembolsando el progreso,¿Qué es una disputa en progreso?
0,"Hace un par de semanas busqué camisetas de la NASA en la tienda, en aquel entonces tenía muchos resultados. Pero ahora no tiene resultados. ¿Cómo puedo encontrar esos productos nuevamente?",demasiados resultados de búsqueda
0,Cómo configurar que nadie puede enviar mensajes,No puedo enviar un mensaje
1,No puedo iniciar sesión en mi cuenta,Mi información de inicio de sesión no funciona
0,el vendedor no responde mi estado de reembolso,estado de solicitud de reembolso
0,"Hola, me pregunto si estoy en el sitio correcto. me inscribo en el programa de afiliados pero estoy un poco confundido, no veo ningún lugar donde pueda obtener un enlace para publicar en mi sitio web",Acabo de recibir mi pedido y no estoy satisfecho con él.
0,devuélveme al operador,Es caro para mí enviar el bien de vuelta
1,No estoy de acuerdo con el resultado de la disputa,Quiero quejarme del resultado de la mediación.
0,Este es el enlace de la tienda,Puede vincular a un agente en línea
0,el reembolso está atascado en el procesamiento,¿Qué es el tiempo de procesamiento?
1,¿¿¿estas ahi???,estas ahi
1,gracias por tu ayuda,Gracias por sus comentarios
0,Anoche estuve hablando con una chica que se llama kayla,No estoy satisfecho con el servicio que he recibido. ¿Cómo puedo dejar una valoracion?
0,cuantos puedo agregar a mi carrito de compras,¿Por qué ya no puedo agregar productos en mi carrito de compras?
0,Lo siento Los datos de mi tarjeta de crédito,¿Por qué el monto de mi tarjeta de crédito se dedujo dos veces?
0,no recibo mi pedido,Acabo de recibir mi pedido y no estoy satisfecho con él.
1,Hola como estas,"¿Hola, como estas?"
0,aceptan tarjetas virtuales para las compras?,¿Vienen juntos todas las compras?
0,"Está bien, pero no solicitamos nuestros productos en el período mencionado",No lo sé
0,por favor rastrear y quería un reembolso,solo quería confirmar que tenían la dirección correcta
0,?Existe la forma de pago en la puerta?,"Hice una compra, pero la tienda no existe."
0,el estado de mi pedido es cerrado wahy ???,El estado de mi pedido no ha cambiado
0,he pagado por mi producto,He pagado el vendedor sin conexión
1,MI PEDIDO NO HA SIDO RECIBIDO TODAVÍA.,¿Por qué mi orden todavía no está aquí?
1,puedes rastrear por mí en este momento,¿Cómo puedo rastrear mi producto?
0,a la fecha no recibo el reembolso de mi dinero,"Mi dinero ha sido retirado de mi banco, pero no recibo confirmación."
0,y estoy fuera de tiempo,No puedo ver
0,"Quiero saber que si estoy en Pakistán y lo entregas en casa, ¿nos llevarás dólares o nuestra moneda?",Sé que eres un robot.
1,¿Puedo hablar con una persona real?,y hablo con una persona real
1,Quiero hablar con una persona,Quiero hablar con una persona pero no con un robot
1,conéctame a un agente de servicio al cliente,¿Me puede dar el número de teléfono del servicio al cliente?
0,número será recibido,Mi proveedor quiere que haga clic en confirmar la orden recibida para darme el número de seguimiento correcto
0,10 días han terminado,¿Me cobrarán de más?
0,No se como debo tramitar otra dispusta,¿Los pedidos múltiples se envían como uno?
0,¿cómo informo al vendedor?,¿Cómo informo otras infracciones de las reglas?
0,¿Cómo cambio monedas en cupones?,¿Cómo borro el cupón?
1,"Hola, mi pago no se está procesando y sé que mi tarjeta de crédito funciona",Mi pago no se procesa con tarjeta de crédito
1,mi consulta es sobre el estado de mi pedido,ver el estado de mi pedido
1,cómo cambiar su dirección de correo electrónico,Necesito cambiar la dirección de correo electrónico.
0,Necesito entender por qué mis pedidos han sido cancelados,¿Por qué me han facturado dos veces?
0,"Hola, mi pago no se está procesando y sé que mi tarjeta de crédito funciona",Revisé mi tarjeta de crédito pero no hay ningún pago
0,?Por qué no se muestra mi valoración?,¿Por qué la puntuación de mi valoración está mal?
0,"hola, tengo una pregunta sobre el sitio. Sabes, realmente me encanta navegar, buscar cosas divertidas para comprar y me pregunto si los planes son poner un botón de ""producto aleatorio"" en la página para enviarte a una página al azar.",Tengo una pregunta sobre una disputa
1,"Cómo cambiar el método de pago Ahora el sistema registra mi pago con Mastercard, pero debo pagar con mi visa.",¿Cómo puedo cambiar mi información de pago?
1,¿Aceptais PayPal como opción de pago?,¿Se acepta PayPal como método de pago?
1,donde puedo ver mi página de cupones?,Donde puedo ver mis cupones?
0,¿Cómo cambio monedas en cupones?,¿Cómo uso el cupón que obtuve?
1,esto no está ayudando,No ayuda en absoluto
0,tarifa de envío,¿Qué es una tarifa de tecnología internacional?
0,"Solicito el reembolso de esta solicitud, ya que no he recibido",Deseo solicitar un reembolso parcial pero no he recibido la mercancía.
0,no me deja abrir las disputas de diversos pedidos,Me gustaría hablar con alguien del equipo de disputas.
1,quiero hablar con una persona real,quiero chatear con una persona real
0,chatear ahora no funciona,chatear con un pueblo
0,¿Puede por favor enviarme un número de teléfono para que pueda hablar con alguien es de 2 días y no se solucionó el problema?,¿Me puedes prestar algo de dinero?
0,No recibo el correo electrónico de la orden de protección de compras,¿Se puede extender mi protección de compra?
0,"sin embargo, traté de comprar la misma impresora y pagué con la misma tarjeta de crédito, pero no funciona.",Tengo una tarjeta de prepago y en la transacción no funciona
